Municipality;Address;Building;Year_of_listing;Year_of_construction;Period;Description;Full_address;Latitude;Longitude
København;Holmen;Holmen;1918;1863;Historicism;På Arsenaløen: Værftbrovagten med de to vagtbygninger (1863 af J.G. Zinn)*, Artillerigårdens to længer (1742-43 af Philip de Lange), Kongeporten (1744 af Philip de Lange og Jacob Fortling), de to fløje og de to forbindelsesbygninger to Artillerigårdens længer (1771-72 i alt væsentligt efter Philip de Langes tegninger) samt gårdrummet ”Kuglegården” mellem bygningerne.På Dokøen: De to kraner med tilhørende jernbroer med nære omgivelser (1927 og ca. 1935), pumpestationen for dokken (1858 af Alfred Giles), Dokken (1858 af Alfred Giles).På Frederiksholm: Søndre Mærsehus (1829 af Kolbye), Søndre Masteskure (ca. 1745-1830), Nordre Hovedmagasin og Søndre Hovedmagasin (1767-72 af Philip de Lange og Johan Bernhardt Schottmann, forhøjet med een etage 1860), Bohlendachhuset (1801 af Boye Magens)*, Bådeværftet (1865 af C.T. Andersen)*, de seks kanonbådskure (1805-27), Gymnastik- og Eksercerhuset (1892 af C.T. Andersen), Kobbersmedien (1884 af C.T. Andersen), Kabysse- og vandkassemagasin (1860-62 af Ferdinand Meldahl, forlænget med fire fag mod syd, 1892 af C.T. Andersen), Nordre kedelsmedie og elværk (1887 af C.T. Andersen), Grov- og Kleinsmedien (1861af Ferdinand Meldahl), Modelsamlingsbygningen (1893 af C.T. Andersen), Beklædningsmagasinet (1888 af C.T. Andersen).På Nyholm: Vestre Takkelagehus, østre del og vestre del (1729 af Olaus Judichær), Østre Takkelagehus (1729 af Olaus Judichær), Kontorbygningen i forlængelse af Østre Takkelagehus (1801 af Boye Magens), Spanteloftsbygningen (1742-43 af J.G. Kreysig og S. Sørensen), Planbygningen (1763-64 af Philip de Lange, tagkonstruktionen ændret 1913-14), Mastekranen (1748-51 af Philip de Lange), Hovedvagten (1744-45 af Philip de Lange), Torpedobådsskuret (1879 af C. Keyper m.fl.), Søminevæsenets Værksted (1878-94 af C.T. Andersen m.fl., fabrikskvist tilbygget 1931 af Jens Klok), Søminevæsenets Kontorbygning (1887 af C.T. Andersen m.fl.), Marinekasernebygningen (1908-10 af V. Birkmand), Pavillonbygningen (1908-10 af V. Birkmand), Arresthuset (1890 af C.T. Andersen) samt murene, der forbinder kasernen med arrest og pavillon, Torpedobåds-kamrene og Torpedomagasinet (nord- og østlænge 1910 af Olaf Schmidth, sydlænge 1931 af Chr. Olrik) samt Torpedoværkstedet med tilhørende beskyttelsesrum mod øst og depotskure af beton mod vest (1938, udv. 1954 af Jens Klok) samt Velfærdsbygningen (1938 af Jens Klok), Ubådsbygningen (1915 af Olaf Schmidth), Søværnets Officersskole med beskyttelsesrum og cykelskure (1939 af Jens Klok), Vagt- og vaskebygning (1938 af Jens Klok) på Elefanten, alle bygningers nære omgivelser herunder bolværker og kajer, beplantninger, elskabe, hydranter, fortøjningspæle mv. samt Schrødersee's monument på Batteriet Sixtus (1804 af C.F. Køppen), ankeret fra orlogsskibet Dannebrog (1692) opsat på Arresthusets nordmur og monumentet to minde om Slaget på Reden (1902 af Thorvald Bindesbøll).På Margretheholm: Hangar H med tilhørende fritstående skorsten (1921 af Kampmann, Kierulff & Saxild og Christian Olrik, udvidet med to lave sidefløje 1941-42 af Jens Klok).Fredet 1918. Udvidet 1924, 1950, 1964, 1997, 1999, 2016, 2022*;Holmen, København, Danmark;55,6814777;12,6050650
København;Holmens Kanal;Niels Juel-statuen;2004;1877;Historicism;Niels Juel-statuen med belægninger, omgivende gitter samt de to lygtestander af støbejern (1877-78 af billedhuggeren Johan Carl Henrik Theobald Stein, opstillet 1881). Fredet 2004.;Holmens Kanal, København, Danmark;55,6782420;12,5860553
København;Holmens Kanal 14;Holmens Kanal 14;1996;1897;Historicism;Forhuset (1897-98 af H.B. Storck). Fredet 1996.*;Holmens Kanal 14, København, Danmark;55,6777000;12,5852010
København;Holmens Kanal 7;Grøns Pakhus;1978;1862;Historicism;Varepakhuset ud mod Holmens Kanal (1862-63 af J.D. Herholdt). Fredet 1978.*;Holmens Kanal 7, København, Danmark;55,6782530;12,5863880
København;Hulgårdsvej 19-73;Bakkehusene, Hulgårdsvej;1981;1921;Historicism;Husrækken med tilhørende haver og hegnsmure (1921-22 af Thorkild Henningsen og Ivar Bentsen). Fredet 1981.*;Hulgårdsvej 19-73, København, Danmark;55,7044275;12,5210743
København;Hyskenstræde 3-5;Hyskenstræde 3-5;1964;1854;Historicism;Forhuset og de two hermed sammenhængende, symmetrisk sammenbyggede sidehuse (1854-55). Fredet 1964.*;Hyskenstræde 3-5, København, Danmark;55,6782014;12,5765241
København;Jagtvej 200, Serridslevvej 34-40, Borgmester Jensens Allé 22, Ove Rodes Plads 1 og Kanslergade 2-8;Kanslergården;2001;1919;Historicism;Etagebeboelseskomplekset bestående af syv forhuse og et sidehus med de to indre gårde (1919 af Henning Hansen). Fredet 2001.*;Jagtvej 200, Serridslevvej 34-40, Borgmester Jensens Allé 22, Ove Rodes Plads 1 og Kanslergade 2-8, København, Danmark;;
København;Jagtvej 226;Telefonkiosken;1994;1896;Historicism;Telefonkiosken (1896 af Fritz Koch). Fredet 1994.*;Jagtvej 226, København, Danmark;55,7088530;12,5771290
København;Jernbanegade 8;Cirkusbygningen;1988;1886;Historicism;Cirkusbygningen med udbygning mod nord (1886 af Henrik Vilhelm Brinkopff, med frise af Frederik Hammeleff, ombygget efter brand i 1914). Fredet 1988. *;Jernbanegade 8, København, Danmark;55,6759580;12,5651600
København;Karlslundevej 23;Husum Skole;1996;1930;Historicism;Hovedbygningen med de to dermed sammenbyggede sidebygninger (1930 af Edvard Thomsen og Frits Schlegel). Fredet 1996.;Karlslundevej 23, København, Danmark;55,7060890;12,4737600
København;Kastelsvej 60;Blindeinstituttet;1977;1857;Historicism;Det firefløjede anlæg (1857-58 og 1879-80 af Ferdinand Meldahl) og de to zinkfigurer ved hovedindgangen (Peter Daniel). F. 1977.;Kastelsvej 60, København, Danmark;55,6959990;12,5879550
København;Klerkegade 10 A-B;Klerkegade 10-A-B;1989;1869;Historicism;Logebygningen (1869 af Vilhelm Tvede) med sidehus og baghus (10A) (1876) samt forhuset (10B) (1883). Fredet 1989.*;Klerkegade 10 A-B, København, Danmark;55,6863526;12,5855494
København;Kongens Nytorv 9;Det Kongelige Teater;1985;1872;Historicism;Teaterbygningen mellem Kongens Nytorv og Heibergsgade (1872-74 af Vilhelm Dahlerup og Ove Petersen). Fredet 1985.*;Kongens Nytorv 9, København, Danmark;55,6796390;12,5860720
København;Krystalgade 25-27;Zoologisk Museum (tidl.);1980;1863;Historicism;Museumsbygningen (1863-69 af Christian Hansen). Fredet 1980.;Krystalgade 25-27, København, Danmark;55,6805735;12,5718274
København;Københavns Havn;Knippelsbro;2007;1937;Historicism;Knippelsbro med brotårne, bropiller og ramper, beliggende mellem Børsgade og Torvegade, (1937 af Kaj Gottlob), umatrikuleret areal, Københavns Havn, Københavns Kommune. Fredet 2007.;Københavns Havn, København, Danmark;;
København;Langelinie (beliggende syd for);Gefionbroen;1997;1894;Historicism;Jernbetonbroen (1894-95 af A.S. Ostenfeld og Vilhelm Dahlerup, 1999 istandsat og flyttet til nuværende placering). Fredet 1997.;Langelinie (beliggende syd for), København, Danmark;;
København;Langelinie Allé 15-21, tidl;Langelinievej 7;1993;1893;Historicism;Dahlerups Pakhus. Pakhuset (1893-94 af Vilhelm Dahlerup og H.C.V. Møller). Fredet 1993.*;Langelinie Allé 15-21, tidl, København, Danmark;;
København;Langelinie Allé 4-58 og Langeliniekaj 5-7, tidl;Langelinievej 4;1993;1894;Historicism;Langeliniepromenaden. Den hævede promenade med hegn, træer og monumentet for Holger Hammerich samt underliggende pakhusskure (1894 af Vilhelm Dahlerup). Fredet 1993.*;Langelinie Allé 4-58 og Langeliniekaj 5-7, tidl, København, Danmark;;
København;Larslejsstræde 7;Sankt Petri Plejehus, Thymes og Pelts Stiftelse;1990;1899;Historicism;Det trefløjede bygningsanlæg samt gårdhaveanlægget, som omkranses af bebyggelsen (1899 af Fr.L. Levy). Fredet 1990.*;Larslejsstræde 7, København, Danmark;55,6800500;12,5694460
København;Lille Kannikestræde 3;Lille Kannikestræde 3;1979;1876;Historicism;Den toetages lagerbygning, der ligger som sidehus med gavlen mod gaden (1876) samt bagbygningen (1814, ombygget ca. 1840). Fredet 1979.*;Lille Kannikestræde 3, København, Danmark;55,6800740;12,5745240
København;Lundevangsvej 12;Lundevangsvej 12;1985;1908;Historicism;Villaen med hegnsmure (1908 af Carl Brummer). Fredet 1985.*;Lundevangsvej 12, København, Danmark;55,7251860;12,5712260
København;Lygten 2 A;Lygten Station;1992;1906;Historicism;Stationshovedbygningen (1906 af H.E.C. Wenck). Fredet 1992.;Lygten 2 A, København, Danmark;55,7016360;12,5375730
København;Markvej 1-51 og 2-54;Bakkehusene, Markvej;1981;1921;Historicism;De to husrækker med tilhørende haver og hegnsmure (1921-22 af Thorkild Henningsen og Ivar Bentsen). Fredet 1981.*;Markvej 1-51 og 2-54, København, Danmark;;
København;Middelgrundsfortet 1;Middelgrundsfortet;1984;1891;Historicism;Middelgrundsfortet - hele fortanlægget (1891-94). Fredet 1984.*;Middelgrundsfortet 1, København, Danmark;;
København;Mælkevejen 63;Den grå Hal, Christiania;2007;1853;Historicism;Den grå Hal (1853, flyttet fra Holcks Bastion, genopført 1891). Fredet 2007.*;Mælkevejen 63, København, Danmark;55,6745570;12,6004020
København;Nansensgade 1;Frederik VII's Stiftelse;1979;1873;Historicism;Stiftelsesbygningen samt gitret med støbejernsbalustre og dobbeltlåge (1873-75 af Theodor Zeltner). Fredet 1979. Udvidet 1992.*;Nansensgade 1, København, Danmark;55,6810350;12,5616810
København;Nordre Toldbod 2;Løveport;1979;1856;Historicism;"Bygningen med arkaden samt den hertil hørende ""Løveport"" (1856 af G.F. Hetsch). Fredet 1979.";Nordre Toldbod 2, København, Danmark;55,6881390;12,5981890
København;Nordre Toldbod 3 (tidl;nr;1979;1856;Historicism;1). Visitationsbygningen (tidl.). Den tidl. visitationsbygning med arkaden og tilbygget beværterpavillon (1856 af G.F. Hetsch). Fredet 1979.*;Nordre Toldbod 3 (tidl, København, Danmark;;
København;Nordre Toldbod 7-11;Havneadministrationen;1979;1868;Historicism;Administrationsbygningen (1868 af Vilhelm Dahlerup og Frederik Bøttger, forhøjet 1939-40 af Einar Madvig), de to portvagtbygninger (1869 af Vilhelm Dahlerup og Frederik Bøttger med skulpturer 1870 af C.C. Peters), det originale gitterværk med hovedport samt de tre støbejernskraner ved havnebassinet. Fredet 1979. Udvidet 2021;Nordre Toldbod 7-11, København, Danmark;55,6887934;12,5987712
København;Nyborggade 17;Østre Gasværk;1984;1881;Historicism;Den murede gasbeholder (1881-83 af Martin Nyrop). Fredet 1984.;Nyborggade 17, København, Danmark;55,7097372;12,5804222
København;Nybrogade 22 og Magstræde 9;Nybrogade 22 og Magstræde 9;1945;1852;Historicism;"Nybrogade 22: for- og sidehus (1852-53); Magstræde 9: forhus (1755). Fredet 1945.";Nybrogade 22 og Magstræde 9, København, Danmark;;
København;Nybrogade 28 og Magstræde 15;Nybrogade 28 og Magstræde 15;1945;1852;Historicism;"Forhusene mod Nybrogade og Magstræde (Nybrogade 28: 1852; Magstræde 15: 1731-32, forhøjet 1852). Fredet 1945.*";Nybrogade 28 og Magstræde 15, København, Danmark;;
København;Nyhavn 2;Charlottenborgs Udstillingsbygning;1988;1883;Historicism;"Det trefløjede anlæg (1883 af Ferdinand Meldahl og Albert Jensen), """"Billedhugger-haven"""" (1777) og havemuren mod Heibergsgade. Fredet 1988. Udvidet 1992.";Nyhavn 2, København, Danmark;55,6800770;12,5884070
København;Nørre Søgade 7;Nørre Søgade 7;1978;1873;Historicism;Forhus og sidehus (1873-76 af Vilhelm Petersen og Ferdinand Vilhelm Jensen). Fredet 1978.*;Nørre Søgade 7, København, Danmark;55,6851940;12,5645840
København;Nørre Voldgade 1;Gitterdragerbroen i Ørstedsparken;1997;1856;Historicism;Brokonstruktionen (1856) med fundamenter og brofæster, herunder de 2 naturstenssøjler (1873) på hver side af broen. Fredet 1997.;Nørre Voldgade 1, København, Danmark;55,6803140;12,5665780
København;Nørre Voldgade 102;Nørre Voldgade 102;1978;1857;Historicism;Forhus med sidehus (1857). Fredet 1978.*;Nørre Voldgade 102, København, Danmark;55,6839330;12,5734180
København;Nørre Voldgade 104;Nørre Voldgade 104;1975;1857;Historicism;Hjørnehuset (1857). Fredet 1975.*;Nørre Voldgade 104, København, Danmark;55,6839710;12,5734760
København;Nørre Voldgade 22;Nørre Voldgade 22;1988;1852;Historicism;Forhus, med fire fag mod Teglgårdsstræde og seks fag mod Nørre Voldgade samt hjørnefag og sidehus på fire fag (1852-53 af J.K. Gyldendal). Fredet 1988.*;Nørre Voldgade 22, København, Danmark;55,6801180;12,5679620
København;Nørrebrogade 174-176, Allersgade 1, Gormsgade 2A og 2B, Zøllnerhus;Zøllnerhus;2007;1934;Historicism;Det trefløjede etagehus med bagvedliggende terrasse, gård, garage, retirade og cykelnedkørsel (1934-36 af Charles I. Schou og Erik Kragh). Fredet 2007.;Nørrebrogade 174-176, Allersgade 1, Gormsgade 2A og 2B, Zøllnerhus, København, Danmark;;
København;Nørrebrogade 45;Rud;2008;1876;Historicism;Rasmussens Snedkerier. Det kombinerede bolig- og industrianlæg bestående af fabriksbygning i 4 etager mod Stengade fra 1876, det 5 etagers forhus mod Nørrebrogade med sidefløje opført 1894-95 til beboelse, fabriksbygning i gård i 4 etager og mansardetage fra 1911, tegnet af arkitekt Alfred Thomsen, samt bag denne det lille havehus og retiradebygning. Fredet 2008. *;Nørrebrogade 45, København, Danmark;55,6889710;12,5574200
København;Nørrebrogade og Frederiksborggade (mellem);Dronning Louises Bro;1997;1885;Historicism;"Broen med de fire afrundede, stensatte ramper, støbejernsrækværket, de fire lygtestandere på hvert brystværn, de to flagstænger for hver broende samt de fire grønne anlæg med stensætninger og kædeindhegninger (1885-87 af Vilhelm Dahlerup og Charles Ambt), de tre buede bænkerækker og skulpturerne: """"To siddende unge mennesker"""" (1940 af Johannes Hansen), """"Nilen"""" og """"Tiberen"""" (afstøbninger efter romerske originaler fra ca. 100 e. Kr.). F. 1997.";Nørrebrogade og Frederiksborggade (mellem), København, Danmark;;
København;Oslo Plads 1;Den Frie Udstilling;1987;1898;Historicism;Udstillingsbygningen (1898 af J.F. Willumsen, med udvidelser 1913 af Frederik V. Kiørboe og J.F. Willumsen, 1921 og 1934). Fredet 1987.*;Oslo Plads 1, København, Danmark;55,6915370;12,5873870
København;Oslo Plads 6-10;Østerport Station;1992;1896;Historicism;Hovedbygningen (1896 af Heinrich Wenck, senere ombygget 1910, 1915, 1917 og 1976-84) og de to perrontage (1914-15). Fredet 1992.;Oslo Plads 6-10, København, Danmark;55,6925842;12,5862214
København;Otto Mønsteds Gade 2 (tidl;Polititorvet 14);1995;1919;Historicism;Politigården. Bebyggelsen inkl. indre gårde (1919-24 af Hack Kampmann, Holger Jacobsen, Aage Rafn, Hans Jørgen Kampmann og Anton Frederiksen). Fredet 1995.;Otto Mønsteds Gade 2 (tidl, København, Danmark;;
København;Overgaden neden Vandet 15;Overgaden neden Vandet 15;1980;1858;Historicism;Forhus med sidehus (1858), baghuset (beg. af 1800-tallet, ombygget 1961) samt gårdspladsens brolægning. Fredet 1980.*;Overgaden neden Vandet 15, København, Danmark;55,6723380;12,5899610
København;Overgaden oven Vandet 66-74 og 84-88;Overgaden oven Vandet 66-74 og 84-88;1981;1851;Historicism;Bygningskompleksets fløje (1851 af N.S. Nebelong for Aktieselskabet to Oprettelse af Boliger for Arbejderklassen). Fredet 1981.*;Overgaden oven Vandet 66-74 og 84-88, København, Danmark;;
København;Overgaden oven Vandet 76-82;Treschows Stiftelse;1983;1853;Historicism;De two bygninger (1853 og 1857) med gård- og haverum omgivet af hegn og mur. Fredet 1983.*;Overgaden oven Vandet 76-82, København, Danmark;55,6720319;12,5904579
København;Peder Skramsgade 10;Peder Skramsgade 10;1982;1885;Historicism;Den tårnagtige tilbygning to baghuset (1885 af Johan Schrøder, det tidl. malerværksted dekoreret af Bernhard Schrøder). Fredet 1982.;Peder Skramsgade 10, København, Danmark;;
København;Prinsessegade 52;Prinsessegade 52;1984;1857;Historicism;Forhuset (ca. 1750 muligvis af Johan Christian Conradi, forlænget 1783, forhøjet 1833) og det dermed sammenbyggede sidehus i fire etager (1857). Fredet 1984.*;Prinsessegade 52, København, Danmark;55,6725330;12,5947510
København;Rentemestervej 14;Nielsen & Jespersens Plastvarefabrik;1994;1934;Historicism;"Fabrikskomplekset bestående af en toetages bygning (1934), en toetages vinkelbygning (1942) samt en hal (1944) (af Marx Ishøy, A. Jespersen &amp; Søn samt A. Jespersen &amp; P. Kerrn-Jespersen). Fredet 1994.*";Rentemestervej 14, København, Danmark;55,7053070;12,5336370
København;Rosenborggade 12;Pjaltenborg;1989;1850;Historicism;Hjørnehuset (ca. 1850) samt vaskehuset i gården. Fredet 1989.*;Rosenborggade 12, København, Danmark;55,6836320;12,5745040
København;Rosenborggade 15-17;Rosenborg-Annekset;2007;1915;Historicism;Hjørnebygningen langs Tornebuskegade og Rosenborggade (1915-17 af Henning Hansen). Fredet 2007;Rosenborggade 15-17, København, Danmark;55,6838296;12,5745979
København;Rosenvængets Allé 46;C.F;1977;1875;Historicism;Aagaards Villa. Villaen (1875 af Vilhelm Dahlerup) samt rækken af marmorborner langs havegangen (opr. foran Det gamle kgl. Teater). Fredet 1977.*;Rosenvængets Allé 46, København, Danmark;55,7004660;12,5852170
København;Rosenvængets Hovedvej 27;P.C;1977;1860;Historicism;Skovgaards Villa. Villaen (1860 af J.D. Herholdt). Fredet 1977.*;Rosenvængets Hovedvej 27, København, Danmark;55,7012970;12,5845020
København;Ryesgade 104 og Sortedam Dossering 85;Soldenfeldts Stiftelse;1997;1893;Historicism;Det firefløjede anlæg med spærre- og portmure (1893-94 af H.B. Storck). Fredet 1997.*;Ryesgade 104 og Sortedam Dossering 85, København, Danmark;;
København;Ryvangs Allé 79;Hellerup Station;2000;1910;Historicism;Perrontaget (ca. 1910) ved spor 2/3 og de tre trappehuse (ca. 1895-1900) ved spor 2/3, 4/5 og 7/8 over nedgangene to perrontunnelen på Hellerup Station. Fredet 2000.;Ryvangs Allé 79, København, Danmark;55,7216663;12,5713861
København;Rådhuspladsen 1;Københavns Rådhus;1981;1892;Historicism;Rådhuskomplekset med trappen foran hovedindgangen og haveanlægget in gården (1892-1905 af Martin Nyrop). Fredet 1981.;Rådhuspladsen 1, København, Danmark;55,6756280;12,5695780
København;Rådhuspladsen 57 og Mikkel Bryggersgade 8;Palace Hotel;1985;1909;Historicism;Det samlede bygningskompleks mellem Rådhuspladsen og Mikkel Bryggersgade (1909-10 af Anton Rosen). Fredet 1985.*;Rådhuspladsen 57 og Mikkel Bryggersgade 8, København, Danmark;;
København;Rødkildevej 2-76;Bakkehusene, Rødkildevej;1981;1921;Historicism;Husrækken med tilhørende haver og hegnsmure (1921-22 af Thorkild Henningsen og Ivar Bentsen). Fredet 1981.*;Rødkildevej 2-76, København, Danmark;55,6985871;12,5107897
København;Rømersgade 22;Arbejdernes Forsamlingsbygning;1983;1879;Historicism;Forhuset med forbindelsesbygning og baghus (1879 af Rasmus Langeland Mathiesen). Fredet 1983.*;Rømersgade 22, København, Danmark;55,6848730;12,5701100
København;Samosvej 50;Skolen ved Sundet;1990;1938;Historicism;Hovedskolens bygninger med nagelfaste bænke og overdækkede opholdsarealer, omfattende den trefløjede skolebygning, de tre gymnastiksale, skolebetjentens bolig, de two små toiletbygninger, den tidl. inspektørbolig, de omgivende mure med tidl. sygeplejebygning samt gennemgående pergola og læskuret, der afgrænser bygningerne mod de tidl. skolehaver. Friluftsskolen, med haven mod syd, omfattende den firefløjede skolebygning med nagelfaste elementer, den tidl. økonomabolig og legepladsens drikkefontæne med gårdbelægningen og omgivende pergola (begge skoler opført 1938 af Kaj Gottlob). Fredet 1990.;Samosvej 50, København, Danmark;55,6532310;12,6280190
København;Sankt Peders Stræde 14;Valkendorfs Kollegium;1979;1865;Historicism;Hovedbygningen (1865-66 af Christian Hansen), plankeværket (forment. 1865-66) mod Sankt Pederstræde og havemurene (1743-44) Fredet 1979. Udvidet 1996.*;Sankt Peders Stræde 14, København, Danmark;55,6795300;12,5689770
København;Silkegade 6-8;Sparekassen Bikuben (tidl.);1999;1881;Historicism;Den tidl. sparekasse Bikuben, bestående af de fire fløje (1881-1884 af J.D. Herholdt), hjørnebygningen (1927-29 af Gotfred Tvede), tilbygningen (1959 af Poul Kjærgaard) og det mellem fløjene beliggende gårdrum. Fredet 1999*.;Silkegade 6-8, København, Danmark;55,6799334;12,5799866
København;Sjællandsgade 12 A;Sjællandsgades Badeanstalt;2012;1916;Historicism;Sjællandsgades Badeanstalt (1916-17, stadsarkitekt Hans Wright). Fredet 2012;Sjællandsgade 12 A, København, Danmark;55,6934790;12,5534230
København;Sofiegade 15 A-B;Sofiebadet;2000;1909;Historicism;Den tidl. badeanstalt (1909 af stadsarkitekt Hans Wright). Fredet 2000.;Sofiegade 15 A-B, København, Danmark;55,6713483;12,5901187
